 P1(4): d+c+b+a
 P33692(8): !b*!c*!d+b*!c*d+!b*c*d+a*!b*c+!a*b*c
 P33693(8): a*!b*!d+b*!c*d+!b*c*d+!a*b*c
 P33694(8): !a*!b*!c*!d+b*!c*d+!b*c*d+a*!b*c+!a*b*c
 P33695(7): b*!c*d+!b*c*d+a*!b*c+!a*b*c
 P33704(7): !b*!c*!d+b*!c*d+!b*c*d+!a*!d+!a*c
 P33705(8): a*!b*!c*!d+b*!c*d+!b*c*d+!a*c+!a*b
 P33706(7): b*!c*d+!b*c*d+!a*!d+!a*c
 P33707(6): b*!c*d+!b*c*d+!a*c+!a*b
 P33708(7): !b*!c*!d+b*!c*d+!b*c*d+!a*c
 P33709(8): a*!b*!c*!d+b*!c*d+!b*c*d+!a*c
 P33710(7): !a*!b*!d+b*!c*d+!b*c*d+!a*c
 P33711(6): b*!c*d+!b*c*d+!a*c
 P33724(7): !b*!c*!d+b*!c*d+!b*c*d+!a*b*c
 P33725(8): a*!b*!c*!d+b*!c*d+!b*c*d+!a*b*c
 P33726(7): !a*!b*!c*!d+b*!c*d+!b*c*d+!a*b*c
 P33727(6): b*!c*d+!b*c*d+!a*b*c
 P33728(7): !a*c*d+!c*!d+b*!c+!b*c
 P33729(8): a*!c*!d+!a*c*d+b*!c+!b*c
 P33730(7): !a*!c*!d+!a*c*d+b*!c+!b*c
 P33731(6): !a*c*d+b*!c+!b*c
 P33732(8): !a*b*d+a*b*!c+!b*!d+!b*c
 P33733(8): a*!c*!d+b*!c*d+!a*c*d+!b*c
 P33734(8): !a*!b*!d+!a*b*d+a*b*!c+!b*c
 P33735(7): !a*b*d+a*b*!c+!b*c
 P33736(7): !a*!c*!d+b*!c*d+!a*c*d+!b*!d+!b*c
 P33737(8): a*!b*!d+b*!c*d+!a*c*d+!a*b*!c+!b*c
 P33738(7): !a*!c*!d+b*!c*d+!a*c*d+!b*c
 P33739(6): b*!c*d+!a*c*d+!a*b*!c+!b*c
 P33740(7): b*!c*d+!a*c*d+!b*!d+!b*c
 P33741(8): a*!b*!d+b*!c*d+!a*c*d+!b*c
 P33742(7): !a*!b*!d+b*!c*d+!a*c*d+!b*c
 P33743(6): b*!c*d+!a*c*d+!b*c
 P33748(8): !b*!c*!d+!b*c*d+!a*b*d+a*b*!c+a*!b*c
 P33749(8): a*!c*!d+b*!c*d+!b*c*d+!a*b*d+a*!b*c
 P33750(8): !a*!b*!c*!d+!b*c*d+!a*b*d+a*b*!c+a*!b*c
 P33751(7): !b*c*d+!a*b*d+a*b*!c+a*!b*c
 P33752(8): !a*!c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*c*d
 P33753(8): a*!b*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c
 P33754(8): !a*!c*!d+b*!c*d+!a*c*d+a*!b*c
 P33755(7): b*!c*d+!a*c*d+!a*b*!c+a*!b*c
 P33756(8): !b*!c*!d+b*!c*d+!a*c*d+a*!b*c
 P33757(8): a*!b*!d+b*!c*d+!b*c*d+!a*c*d
 P33758(8): !a*!b*!c*!d+b*!c*d+!a*c*d+a*!b*c
 P33759(7): b*!c*d+!a*c*d+a*!b*c
 P33768(7): !b*!c*!d+!a*!c*!d+!a*!b*!d+b*!c*d+!b*c*d+!a*c*d
 P33769(8): a*!b*!c*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c
 P33770(7): !a*!c*!d+!a*!b*!d+b*!c*d+!b*c*d+!a*c*d
 P33771(6): b*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c
 P33772(7): !b*!c*!d+b*!c*d+!b*c*d+!a*c*d+!a*!b*c
 P33773(8): a*!b*!c*!d+b*!c*d+!b*c*d+!a*c*d+!a*!b*c
 P33774(7): !a*!b*!d+b*!c*d+!b*c*d+!a*c*d
 P33775(6): b*!c*d+!b*c*d+!a*c*d+!a*!b*c
 P33788(7): !b*!c*!d+b*!c*d+!b*c*d+!a*c*d
 P33789(8): a*!b*!c*!d+b*!c*d+!b*c*d+!a*c*d
 P33790(7): !a*!b*!c*!d+b*!c*d+!b*c*d+!a*c*d
 P33791(6): b*!c*d+!b*c*d+!a*c*d
 P34400(8): a*b*!d+!b*c*d+!a*c*d+a*b*!c+!c*!d+!a*!b
 P34401(8): b*!c*!d+a*!c*!d+a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c+!a*!b*c
 P34402(8): b*!c*!d+a*b*!d+!b*c*d+!a*c*d+a*b*!c+!a*!b
 P34403(8): b*!c*!d+a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c+!a*!b*c
 P34406(8): a*b*!d+!b*c*d+!a*c*d+a*b*!c+!a*!b
 P34407(8): a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c+!a*!b*c
 P34408(8): a*b*c*!d+a*b*!c*d+!b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b
 P34409(8): a*!b*!c*!d+!a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c
 P34410(8): a*b*c*!d+a*b*!c*d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b
 P34411(8): !a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c
 P34414(8): a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b
 P34415(8): a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c
 P34418(8): !a*!c*!d+a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c
 P34419(8): b*!c*!d+a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c
 P34422(8): a*b*!d+!b*c*d+!a*c*d+!a*!b*!c+a*b*!c
 P34423(8): a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c
 P34424(8): a*b*c*!d+a*b*!c*d+!b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b*d
 P34425(8): a*!b*!c*!d+!a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d
 P34426(8): a*b*c*!d+a*b*!c*d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b*d
 P34427(8): !a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d
 P34430(8): a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*!c
 P34431(8): a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d
 P34432(7): a*b*!c+!c*!d+!b*c+!a*c+!a*!b
 P34433(8): a*!b*!d+!a*b*!d+!a*!b*d+a*b*!c+!b*c+!a*c
 P34434(7): a*b*!c+!a*!d+!b*c+!a*c+!a*!b
 P34435(8): !a*b*!d+!a*!b*d+a*b*!c+!b*c+!a*c
 P34438(6): a*b*!c+!b*c+!a*c+!a*!b
 P34439(7): !a*!b*d+a*b*!c+!b*c+!a*c
 P34440(8): a*b*!c*d+!b*!d+!a*!d+!b*c+!a*c+!a*!b
 P34441(8): a*b*!c*d+a*!b*!d+!a*b*!d+!a*!b*d+!b*c+!a*c
 P34442(8): a*b*!c*d+!a*!d+!b*c+!a*c+!a*!b
 P34443(8): a*b*!c*d+!a*b*!d+!a*!b*d+!b*c+!a*c
 P34446(7): a*b*!c*d+!b*c+!a*c+!a*!b
 P34447(7): a*b*!c*d+!a*!b*d+!b*c+!a*c
 P34448(8): !a*!b*d+a*b*!c+a*!b*c+!a*b*c+!c*!d
 P34449(8): a*!c*!d+!a*b*!d+!a*c*d+!a*!b*d+a*b*!c+a*!b*c
 P34450(8): !a*!c*!d+!a*!b*d+a*b*!c+a*!b*c+!a*b*c
 P34451(8): b*!c*!d+!a*!b*d+a*b*!c+a*!b*c+!a*b*c
 P34454(7): !b*c*d+!a*!b*!c+a*b*!c+a*!b*c+!a*b*c
 P34455(7): !a*!b*d+a*b*!c+a*!b*c+!a*b*c
 P34456(8): a*b*!c*d+a*!b*!d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*!c
 P34457(8): a*b*!c*d+a*!b*!d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*d
 P34458(8): a*b*!c*d+!a*!c*!d+!a*!b*d+a*!b*c+!a*b*c
 P34459(8): a*b*!c*d+!a*b*!d+!a*c*d+!a*!b*d+a*!b*c
 P34462(7): a*b*!c*d+!b*c*d+!a*!b*!c+a*!b*c+!a*b*c
 P34463(7): a*b*!c*d+!a*!b*d+a*!b*c+!a*b*c
 P34464(8): !b*c*d+a*b*!c+!c*!d+!a*c+!a*!b
 P34465(8): a*!c*!d+!a*b*!d+!b*c*d+!a*!b*d+a*b*!c+!a*c
 P34466(8): !b*c*d+a*b*!c+!a*!d+!a*c+!a*!b
 P34467(8): !a*b*!d+!b*c*d+!a*!b*d+a*b*!c+!a*c
 P34468(8): !b*!c*!d+!b*c*d+a*b*!c+!a*c+!a*!b
 P34469(8): a*!c*!d+!b*c*d+!a*!b*d+a*b*!c+!a*c
 P34470(7): !b*c*d+a*b*!c+!a*c+!a*!b
 P34471(7): !b*c*d+!a*!b*d+a*b*!c+!a*c
 P34472(8): a*b*!c*d+!b*!c*!d+!b*c*d+!a*!d+!a*c+!a*!b
 P34473(8): a*!b*!c*!d+a*b*!c*d+!a*b*!d+!b*c*d+!a*!b*d+!a*c
 P34474(8): a*b*!c*d+!b*c*d+!a*!d+!a*c+!a*!b
 P34475(8): a*b*!c*d+!a*b*!d+!b*c*d+!a*!b*d+!a*c
 P34476(8): a*b*!c*d+!b*!c*!d+!b*c*d+!a*c+!a*!b
 P34477(8): a*!b*!c*!d+a*b*!c*d+!b*c*d+!a*!b*d+!a*c
 P34478(7): a*b*!c*d+!b*c*d+!a*c+!a*!b
 P34479(7): a*b*!c*d+!b*c*d+!a*!b*d+!a*c
 P34480(8): !b*c*d+!a*!b*d+a*b*!c+!a*b*c+!c*!d
 P34481(8): a*!c*!d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c
 P34482(8): !a*!c*!d+!b*c*d+!a*!b*d+a*b*!c+!a*b*c
 P34483(8): b*!c*!d+!b*c*d+!a*!b*d+a*b*!c+!a*b*c
 P34484(8): a*!c*!d+!b*c*d+!a*!b*!c+a*b*!c+!a*b*c
 P34485(8): a*!c*!d+!b*c*d+!a*!b*d+a*b*!c+!a*b*c
 P34486(7): !b*c*d+!a*!b*!c+a*b*!c+!a*b*c
 P34487(7): !b*c*d+!a*!b*d+a*b*!c+!a*b*c
 P34488(8): a*b*!c*d+!b*!c*!d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*d
 P34489(8): a*!b*!c*!d+a*b*!c*d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*d
 P34490(8): a*b*!c*d+!a*!c*!d+!b*c*d+!a*!b*d+!a*b*c
 P34491(8): a*b*!c*d+!a*b*!d+!b*c*d+!a*c*d+!a*!b*d
 P34492(8): a*b*!c*d+!b*!c*!d+!b*c*d+!a*!b*d+!a*b*c
 P34493(8): a*!b*!c*!d+a*b*!c*d+!b*c*d+!a*!b*d+!a*b*c
 P34494(7): a*b*!c*d+!b*c*d+!a*!b*!c+!a*b*c
 P34495(7): a*b*!c*d+!b*c*d+!a*!b*d+!a*b*c
 P34528(8): !b*c*d+!a*c*d+a*b*!c+!c*!d+!a*!b
 P34529(8): b*!c*!d+a*!c*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c+!a*!b*c
 P34530(8): !a*!c*!d+!b*c*d+!a*c*d+a*b*!c+!a*!b
 P34531(8): b*!c*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c+!a*!b*c
 P34534(7): !b*c*d+!a*c*d+a*b*!c+!a*!b
 P34535(7): !b*c*d+!a*c*d+!a*!b*d+a*b*!c+!a*!b*c
 P34536(8): a*b*!c*d+!b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b
 P34537(8): a*!b*!c*!d+!a*b*!c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c
 P34538(8): a*b*!c*d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b
 P34539(8): !a*b*!c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c
 P34542(7): a*b*!c*d+!b*c*d+!a*c*d+!a*!b
 P34543(7): a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d+!a*!b*c
 P34544(8): !b*c*d+!a*c*d+!a*!b*d+a*b*!c+!c*!d
 P34545(8): b*!c*!d+a*!c*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c
 P34546(8): b*!c*!d+!b*c*d+!a*c*d+!a*!b*!c+a*b*!c
 P34547(8): b*!c*!d+!b*c*d+!a*c*d+!a*!b*d+a*b*!c
 P34550(7): !b*c*d+!a*c*d+!a*!b*!c+a*b*!c
 P34551(7): !b*c*d+!a*c*d+!a*!b*d+a*b*!c
 P34552(8): a*b*!c*d+!b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b*d
 P34553(8): a*!b*!c*!d+!a*b*!c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d
 P34554(8): a*b*!c*d+!a*!c*!d+!b*c*d+!a*c*d+!a*!b*d
 P34555(8): !a*b*!c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d
 P34558(7): a*b*!c*d+!b*c*d+!a*c*d+!a*!b*!c
 P34559(7): a*b*!c*d+!b*c*d+!a*c*d+!a*!b*d
 P34678(8): !a*!b*!c*!d+a*b*!d+!b*c*d+!a*c*d+a*b*!c
 P34679(8): a*b*!d+!b*c*d+!a*c*d+a*b*!c
 P34680(8): a*b*c*!d+a*b*!c*d+!b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d
 P34681(8): a*!b*!c*!d+!a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d
 P34682(8): a*b*c*!d+a*b*!c*d+!a*!c*!d+!b*c*d+!a*c*d
 P34683(8): !a*b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d
 P34686(8): !a*!b*!c*!d+a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d
 P34687(8): a*b*c*!d+a*b*!c*d+!b*c*d+!a*c*d
 P34688(7): a*b*!c+!c*!d+!b*c+!a*c
 P34689(7): a*!b*!d+!a*b*!d+a*b*!c+!b*c+!a*c
 P34690(7): a*b*!c+!a*!d+!b*c+!a*c
 P34691(7): !a*b*!d+a*b*!c+!b*c+!a*c
 P34694(7): !a*!b*!d+a*b*!c+!b*c+!a*c
 P34695(6): a*b*!c+!b*c+!a*c
 P34696(8): a*b*!c*d+!b*!d+!a*!d+!b*c+!a*c
 P34697(8): a*b*!c*d+a*!b*!d+!a*b*!d+!b*c+!a*c
 P34698(8): a*b*!c*d+!a*!d+!b*c+!a*c
 P34699(8): a*b*!c*d+!a*b*!d+!b*c+!a*c
 P34702(8): a*b*!c*d+!a*!b*!d+!b*c+!a*c
 P34703(7): a*b*!c*d+!b*c+!a*c
 P34704(8): a*!b*!d+!b*c*d+a*b*!c+!a*b*c+!c*!d
 P34705(8): a*!b*!d+!a*b*!d+!b*c*d+!a*c*d+a*b*!c
 P34706(8): !a*!c*!d+!a*b*!d+!a*c*d+a*b*!c+a*!b*c
 P34707(8): !a*b*!d+!a*c*d+a*b*!c+a*!b*c
 P34710(8): !a*!b*!c*!d+!b*c*d+a*b*!c+a*!b*c+!a*b*c
 P34711(7): !b*c*d+a*b*!c+a*!b*c+!a*b*c
 P34712(8): a*b*!c*d+!b*!c*!d+!a*b*!d+!a*c*d+a*!b*c
 P34713(8): a*b*!c*d+a*!b*!d+!a*b*!d+!b*c*d+!a*c*d
 P34714(8): a*b*!c*d+!a*!c*!d+!b*c*d+a*!b*c+!a*b*c
 P34715(8): a*b*!c*d+!a*b*!d+!a*c*d+a*!b*c
 P34718(8): !a*!b*!c*!d+a*b*!c*d+!b*c*d+a*!b*c+!a*b*c
 P34719(7): a*b*!c*d+!b*c*d+a*!b*c+!a*b*c
 P34720(8): !b*c*d+a*b*!c+!c*!d+!a*c
 P34721(8): a*!c*!d+!a*b*!d+!b*c*d+a*b*!c+!a*c
 P34722(8): !b*c*d+a*b*!c+!a*!d+!a*c
 P34723(8): !a*b*!d+!b*c*d+a*b*!c+!a*c
 P34724(8): !b*!c*!d+!b*c*d+a*b*!c+!a*c
 P34725(8): a*!c*!d+!b*c*d+a*b*!c+!a*c
 P34726(8): !a*!b*!d+!b*c*d+a*b*!c+!a*c
 P34727(7): !b*c*d+a*b*!c+!a*c
 P34728(8): a*b*!c*d+!b*!c*!d+!b*c*d+!a*!d+!a*c
 P34729(8): a*!b*!c*!d+a*b*!c*d+!a*b*!d+!b*c*d+!a*c
 P34730(8): a*b*!c*d+!b*c*d+!a*!d+!a*c
 P34731(8): a*b*!c*d+!a*b*!d+!b*c*d+!a*c
 P34732(8): a*b*!c*d+!b*!c*!d+!b*c*d+!a*c
 P34733(8): a*!b*!c*!d+a*b*!c*d+!b*c*d+!a*c
 P34734(8): a*b*!c*d+!a*!b*!d+!b*c*d+!a*c
 P34735(7): a*b*!c*d+!b*c*d+!a*c
 P34736(8): !b*c*d+a*b*!c+!a*b*c+!c*!d
 P34737(8): a*!c*!d+!a*b*!d+!b*c*d+!a*c*d+a*b*!c
 P34738(8): !a*!c*!d+!b*c*d+a*b*!c+!a*b*c
 P34739(8): b*!c*!d+!b*c*d+a*b*!c+!a*b*c
 P34740(8): !b*!c*!d+!b*c*d+a*b*!c+!a*b*c
 P34741(8): a*!c*!d+!b*c*d+a*b*!c+!a*b*c
 P34742(8): !a*!b*!c*!d+!b*c*d+a*b*!c+!a*b*c
 P34743(7): !b*c*d+a*b*!c+!a*b*c
 P34744(8): a*b*!c*d+!b*!c*!d+!a*b*!d+!b*c*d+!a*c*d
 P34745(8): a*!b*!c*!d+a*b*!c*d+!a*b*!d+!b*c*d+!a*c*d
 P34746(8): a*b*!c*d+!a*!c*!d+!b*c*d+!a*b*c
 P34747(8): a*b*!c*d+!a*b*!d+!b*c*d+!a*c*d
 P34748(8): a*b*!c*d+!b*!c*!d+!b*c*d+!a*b*c
 P34749(8): a*!b*!c*!d+a*b*!c*d+!b*c*d+!a*b*c
 P34750(8): !a*!b*!c*!d+a*b*!c*d+!b*c*d+!a*b*c
 P34751(7): a*b*!c*d+!b*c*d+!a*b*c
 P34784(8): !a*!b*!d+!b*c*d+!a*c*d+a*b*!c+!c*!d
 P34785(8): b*!c*!d+a*!c*!d+!b*c*d+!a*c*d+a*b*!c+!a*!b*c
 P34786(8): !a*!c*!d+!a*!b*!d+!b*c*d+!a*c*d+a*b*!c
 P34787(8): b*!c*!d+!b*c*d+!a*c*d+a*b*!c+!a*!b*c
 P34790(8): !a*!b*!d+!b*c*d+!a*c*d+a*b*!c
 P34791(7): !b*c*d+!a*c*d+a*b*!c+!a*!b*c
 P34792(8): a*b*!c*d+!b*!c*!d+!a*!c*!d+!a*!b*!d+!b*c*d+!a*c*d
 P34793(8): a*!b*!c*!d+!a*b*!c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*c
 P34794(8): a*b*!c*d+!a*!c*!d+!a*!b*!d+!b*c*d+!a*c*d
 P34795(8): !a*b*!c*!d+a*b*!c*d+!b*c*d+!a*c*d+!a*!b*c
 P34798(8): a*b*!c*d+!a*!b*!d+!b*c*d+!a*c*d
 P34799(7): a*b*!c*d+!b*c*d+!a*c*d+!a*!b*c
 P34800(8): !b*c*d+!a*c*d+a*b*!c+!c*!d
 P34801(8): b*!c*!d+a*!c*!d+!b*c*d+!a*c*d+a*b*!c
 P34802(8): !a*!c*!d+!b*c*d+!a*c*d+a*b*!c
 P34803(8): b*!c*!d+!b*c*d+!a*c*d+a*b*!c
 P34806(8): !a*!b*!c*!d+!b*c*d+!a*c*d+a*b*!c
 P34807(7): !b*c*d+!a*c*d+a*b*!c
 P34808(8): a*b*!c*d+!b*!c*!d+!a*!c*!d+!b*c*d+!a*c*d
 P34809(8): a*!b*!c*!d+!a*b*!c*!d+a*b*!c*d+!b*c*d+!a*c*d
 P34810(8): a*b*!c*d+!a*!c*!d+!b*c*d+!a*c*d
 P34811(8): !a*b*!c*!d+a*b*!c*d+!b*c*d+!a*c*d
 P34814(8): !a*!b*!c*!d+a*b*!c*d+!b*c*d+!a*c*d
 P34815(7): a*b*!c*d+!b*c*d+!a*c*d
 P34944(4): !c*!d+!b+!a
 P34945(8): a*!c*!d+!b*d+!b*c+!a*b
 P34946(7): b*!c*!d+!b*d+!b*c+!a
 P34947(7): b*!c*!d+!b*d+!b*c+!a*b
 P34950(8): a*b*!c*!d+!b*d+!a*d+!b*c+!a*c+!a*!b
 P34951(8): a*b*!c*!d+!b*d+!a*d+!b*c+!a*c
 P34952(2): !b+!a
 P34953(6): !b*d+!b*c+a*!b+!a*b
 P34954(4): !b*d+!b*c+!a
 P34955(5): !b*d+!b*c+!a*b
 P34958(4): !b*d+!a*d+!b*c+!a*c+!a*!b
 P34959(4): !b*d+!a*d+!b*c+!a*c
 P34960(7): !c*!d+!b*d+a*!b+!a*b
 P34961(7): a*!c*!d+!b*d+a*!b+!a*b
 P34962(8): b*!c*!d+a*!b*c+!b*d+!a*!c+!a*b
 P34963(8): b*!c*!d+a*!b*c+!b*d+!a*b
 P34966(8): a*b*!c*!d+!a*!b*!c+a*!b*c+!a*b*c+!b*d+!a*d
 P34967(8): a*b*!c*!d+a*!b*c+!a*b*c+!b*d+!a*d
 P34968(6): !b*d+!b*!c+a*!b+!a*b
 P34969(5): !b*d+a*!b+!a*b
 P34970(7): a*!b*c+!b*d+!a*!c+!a*b
 P34971(6): a*!b*c+!b*d+!a*b
 P34974(7): !a*!b*!c+a*!b*c+!a*b*c+!b*d+!a*d
 P34975(6): a*!b*c+!a*b*c+!b*d+!a*d
 P34976(5): !c*!d+!b*d+!a
 P34977(8): a*!c*!d+!b*d+!a*c+!a*b
 P34978(6): b*!c*!d+!b*d+!a
 P34979(7): b*!c*!d+!b*d+!a*d+!a*c
 P34980(7): a*!c*!d+!b*d+!a*d+!b*!c+!a*c
 P34981(7): a*!c*!d+!b*d+!a*d+!a*c
 P34982(8): a*b*!c*!d+!b*d+!a*d+!a*c+!a*!b
 P34983(8): a*b*!c*!d+!b*d+!a*d+!a*c
 P34984(4): !b*d+!b*!c+!a
 P34985(7): a*!b*!c+!b*d+!a*c+!a*b
 P34986(3): !b*d+!a
 P34987(5): !b*d+!a*c+!a*b
 P34988(5): !b*d+!a*d+!b*!c+!a*c
 P34989(6): a*!b*!c+!b*d+!a*d+!a*c
 P34990(4): !b*d+!a*d+!a*c+!a*!b
 P34991(4): !b*d+!a*d+!a*c
 P34992(6): !c*!d+!b*d+!a*b
 P34993(7): a*!c*!d+!b*d+!a*b
 P34994(6): b*!c*!d+!b*d+!a*!c+!a*b
 P34995(6): b*!c*!d+!b*d+!a*b
 P34996(8): a*!c*!d+!a*b*c+!b*d+!a*d+!b*!c
 P34997(8): a*!c*!d+!a*b*c+!b*d+!a*d
 P34998(8): a*b*!c*!d+!a*!b*!c+!a*b*c+!b*d+!a*d
 P34999(8): a*b*!c*!d+!a*b*c+!b*d+!a*d
 P35000(5): !b*d+!b*!c+!a*b
 P35001(6): a*!b*!c+!b*d+!a*b
 P35002(5): !b*d+!a*!c+!a*b
 P35003(4): !b*d+!a*b
 P35004(6): !a*b*c+!b*d+!a*d+!b*!c
 P35005(7): a*!b*!c+!a*b*c+!b*d+!a*d
 P35006(6): !a*!b*!c+!a*b*c+!b*d+!a*d
 P35007(5): !a*b*c+!b*d+!a*d
 P35040(5): !c*!d+!b*d+!a*d+!a*!b
 P35041(8): a*!c*!d+!a*b*!c+!a*!b*c+!b*d+!a*d
 P35042(6): b*!c*!d+!b*d+!a*d+!a*!b
 P35043(7): b*!c*!d+!a*!b*c+!b*d+!a*d
 P35046(7): a*b*!c*!d+!b*d+!a*d+!a*!b
 P35047(8): a*b*!c*!d+!a*!b*c+!b*d+!a*d
 P35048(4): !b*d+!a*d+!b*!c+!a*!c+!a*!b
 P35049(7): a*!b*!c+!a*b*!c+!a*!b*c+!b*d+!a*d
 P35050(4): !b*d+!a*d+!a*!c+!a*!b
 P35051(6): !a*b*!c+!a*!b*c+!b*d+!a*d
 P35054(3): !b*d+!a*d+!a*!b
 P35055(4): !a*!b*c+!b*d+!a*d
 P35056(5): !c*!d+!b*d+!a*d
 P35057(7): a*!c*!d+!a*b*!c+!b*d+!a*d
 P35058(6): b*!c*!d+!b*d+!a*d+!a*!c
 P35059(6): b*!c*!d+!b*d+!a*d
 P35062(7): a*b*!c*!d+!a*!b*!c+!b*d+!a*d
 P35063(7): a*b*!c*!d+!b*d+!a*d
 P35064(4): !b*d+!a*d+!b*!c+!a*!c
 P35065(6): a*!b*!c+!a*b*!c+!b*d+!a*d
 P35066(4): !b*d+!a*d+!a*!c
 P35067(5): !a*b*!c+!b*d+!a*d
 P35070(4): !a*!b*!c+!b*d+!a*d
 P35071(3): !b*d+!a*d
 P35216(8): !b*c*d+!c*!d+a*!b+!a*b
 P35217(8): b*!c*!d+!b*c*d+a*!b+!a*b
 P35218(8): b*!c*!d+!a*!c*!d+!b*c*d+a*!b*d+a*!b*c+!a*b
 P35219(8): b*!c*!d+!b*c*d+a*!b*d+a*!b*c+!a*b
 P35222(8): !a*!b*!c*!d+a*b*!c*!d+!b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c
 P35223(8): a*b*!c*!d+!b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c
 P35224(8): !b*!c*!d+!b*c*d+a*!b+!a*b
 P35225(6): !b*c*d+a*!b+!a*b
 P35226(8): !a*!c*!d+!b*c*d+a*!b*d+a*!b*c+!a*b
 P35227(6): !b*c*d+a*!b*d+a*!b*c+!a*b
 P35230(8): !a*!b*!c*!d+!b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c
 P35231(6): !b*c*d+a*!b*d+!a*b*d+a*!b*c+!a*b*c
 P35232(8): a*!b*d+!c*!d+!a*c+!a*b
 P35233(8): a*!c*!d+a*!b*d+!a*c+!a*b
 P35234(8): b*!c*!d+a*!b*d+!a*!d+!a*c+!a*b
 P35235(8): b*!c*!d+a*!b*d+!a*c+!a*b
 P35236(8): !b*!c*!d+a*!c*!d+a*!b*d+!a*b*d+!a*c
 P35237(8): a*!c*!d+a*!b*d+!a*b*d+!a*c
 P35238(8): a*b*!c*!d+!a*!b*!d+a*!b*d+!a*b*d+!a*c
 P35239(8): a*b*!c*!d+a*!b*d+!a*b*d+!a*c
 P35240(8): !b*c*d+a*!b*!c+!a*!d+!a*b
 P35241(7): !b*c*d+a*!b*!c+!a*c+!a*b
 P35242(7): a*!b*d+!a*!d+!a*c+!a*b
 P35243(6): a*!b*d+!a*c+!a*b
 P35244(8): !b*!c*!d+!b*c*d+!a*b*d+a*!b*!c+!a*c
 P35245(7): !b*c*d+!a*b*d+a*!b*!c+!a*c
 P35246(7): !a*!b*!d+a*!b*d+!a*b*d+!a*c
 P35247(6): a*!b*d+!a*b*d+!a*c
 P35248(8): !b*c*d+a*!b*d+!c*!d+!a*b
 P35249(8): a*!c*!d+!b*c*d+a*!b*d+!a*b
 P35250(8): b*!c*!d+!a*!c*!d+!b*c*d+a*!b*d+!a*b
 P35251(8): b*!c*!d+!b*c*d+a*!b*d+!a*b
 P35252(8): !b*!c*!d+a*!c*!d+!b*c*d+a*!b*d+!a*b*d+!a*b*c
 P35253(8): a*!c*!d+!b*c*d+a*!b*d+!a*b*d+!a*b*c
